,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Atemp Category,Windspeed Category,Hum Category,temperature_cat
1724,1725,2011-03-17,Springer,2011,March,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,45.0,15.001299999999999,24,81,105,High,Medium,High,Sedang
1725,1726,2011-03-17,Springer,2011,March,13,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.44,17.0,42.0,6.0032,26,85,111,High,Low,High,Sedang
1726,1727,2011-03-17,Springer,2011,March,14,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,45.0,7.0015,32,87,119,High,Low,High,Sedang
1727,1728,2011-03-17,Springer,2011,March,15,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,42.0,16.997899999999998,30,95,125,High,Medium,High,Sedang
1728,1729,2011-03-17,Springer,2011,March,16,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,48.0,19.0012,34,108,142,High,Medium,High,Sedang
1729,1730,2011-03-17,Springer,2011,March,17,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,42.0,12.998000000000001,48,265,313,High,Low,High,Sedang
1730,1731,2011-03-17,Springer,2011,March,18,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.620000000000001,13.997,59.0,11.0014,50,260,310,High,Low,High,Sedang
1731,1732,2011-03-17,Springer,2011,March,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,57.99999999999999,12.998000000000001,18,189,207,High,Low,High,Sedang
1732,1733,2011-03-17,Springer,2011,March,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,67.0,15.001299999999999,25,112,137,High,Medium,Very High,Sedang
1733,1734,2011-03-17,Springer,2011,March,21,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,62.0,15.001299999999999,19,119,138,High,Medium,Very High,Sedang
1734,1735,2011-03-17,Springer,2011,March,22,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,66.0,15.001299999999999,17,70,87,High,Medium,Very High,Sedang
1735,1736,2011-03-17,Springer,2011,March,23,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,62.0,19.0012,7,43,50,High,Medium,Very High,Sedang
1736,1737,2011-03-18,Springer,2011,March,0,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,57.99999999999999,19.0012,5,24,29,High,Medium,High,Sedang
1737,1738,2011-03-18,Springer,2011,March,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,62.0,16.997899999999998,4,12,16,High,Medium,Very High,Sedang
1738,1739,2011-03-18,Springer,2011,March,2,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,62.0,12.998000000000001,5,9,14,High,Low,Very High,Sedang
1739,1740,2011-03-18,Springer,2011,March,3,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,7.000999999999998,71.0,12.998000000000001,1,4,5,Medium,Low,Very High,Rendah
1740,1741,2011-03-18,Springer,2011,March,5,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,66.0,11.0014,2,8,10,Medium,Low,Very High,Rendah
1741,1742,2011-03-18,Springer,2011,March,6,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,66.0,12.998000000000001,1,35,36,High,Low,Very High,Sedang
1742,1743,2011-03-18,Springer,2011,March,7,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,66.0,12.998000000000001,11,112,123,High,Low,Very High,Sedang
1743,1744,2011-03-18,Springer,2011,March,8,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,67.0,16.997899999999998,24,256,280,High,Medium,Very High,Sedang
1744,1745,2011-03-18,Springer,2011,March,9,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,63.0,15.001299999999999,18,192,210,High,Medium,Very High,Sedang
1745,1746,2011-03-18,Springer,2011,March,10,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,53.0,19.0012,43,74,117,High,Medium,High,Sedang
1746,1747,2011-03-18,Springer,2011,March,11,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.380000000000003,18.0032,52.0,19.0012,55,104,159,High,Medium,High,Sedang
1747,1748,2011-03-18,Springer,2011,March,12,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.320000000000004,18.9998,49.0,23.9994,72,123,195,High,Medium,High,Sedang
1748,1749,2011-03-18,Springer,2011,March,13,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",22.080000000000002,24.999200000000002,41.0,19.0012,57,118,175,Very High,Medium,High,Tinggi
1749,1750,2011-03-18,Springer,2011,March,14,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.020000000000003,24.999200000000002,39.0,16.997899999999998,71,103,174,Very High,Medium,Medium,Tinggi
1750,1751,2011-03-18,Springer,2011,March,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.96,26.002399999999994,39.0,23.9994,62,111,173,Very High,Medium,Medium,Tinggi
1751,1752,2011-03-18,Springer,2011,March,16,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.96,26.002399999999994,39.0,19.0012,67,137,204,Very High,Medium,Medium,Tinggi
1752,1753,2011-03-18,Springer,2011,March,17,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",24.9,26.002399999999994,37.0,22.0028,95,237,332,Very High,Medium,Medium,Tinggi
1753,1754,2011-03-18,Springer,2011,March,18,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.96,26.002399999999994,39.0,11.0014,84,247,331,Very High,Low,Medium,Tinggi
1754,1755,2011-03-18,Springer,2011,March,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.020000000000003,24.999200000000002,44.0,8.9981,58,132,190,Very High,Low,High,Tinggi
1755,1756,2011-03-18,Springer,2011,March,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",21.14,24.999200000000002,46.0,8.9981,46,103,149,Very High,Low,High,Tinggi
1756,1757,2011-03-18,Springer,2011,March,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",21.14,24.999200000000002,46.0,7.0015,22,91,113,Very High,Low,High,Tinggi
1757,1758,2011-03-18,Springer,2011,March,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",21.14,24.999200000000002,50.0,11.0014,55,63,118,Very High,Low,High,Tinggi
1758,1759,2011-03-18,Springer,2011,March,23,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.2,24.999200000000002,53.0,15.001299999999999,26,60,86,Very High,Medium,High,Tinggi
1759,1760,2011-03-19,Springer,2011,March,0,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.2,24.999200000000002,53.0,16.997899999999998,26,50,76,Very High,Medium,High,Tinggi
1760,1761,2011-03-19,Springer,2011,March,1,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.259999999999998,20.003,46.0,23.9994,16,35,51,High,Medium,High,Sedang
1761,1762,2011-03-19,Springer,2011,March,2,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.320000000000004,18.9998,43.0,15.001299999999999,5,20,25,High,Medium,High,Sedang
1762,1763,2011-03-19,Springer,2011,March,3,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.380000000000003,18.0032,39.0,22.0028,1,7,8,High,Medium,Medium,Sedang
1763,1764,2011-03-19,Springer,2011,March,4,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,34.0,27.999299999999998,1,2,3,High,High,Medium,Sedang
1764,1765,2011-03-19,Springer,2011,March,5,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,34.0,27.999299999999998,0,2,2,High,High,Medium,Sedang
1765,1766,2011-03-19,Springer,2011,March,6,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,44.0,27.999299999999998,0,10,10,High,High,High,Sedang
1766,1767,2011-03-19,Springer,2011,March,7,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,50.0,22.0028,4,9,13,High,Medium,High,Sedang
1767,1768,2011-03-19,Springer,2011,March,8,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,47.0,32.9975,11,37,48,High,High,High,Sedang
1768,1769,2011-03-19,Springer,2011,March,9,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,44.0,31.0009,35,41,76,High,High,High,Sedang
1769,1770,2011-03-19,Springer,2011,March,10,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,38.0,27.999299999999998,55,85,140,High,High,Medium,Sedang
1770,1771,2011-03-19,Springer,2011,March,11,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,36.0,30.002599999999997,90,106,196,High,High,Medium,Sedang
1771,1772,2011-03-19,Springer,2011,March,12,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,33.0,27.999299999999998,126,141,267,High,High,Medium,Sedang
1772,1773,2011-03-19,Springer,2011,March,13,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,34.0,31.0009,174,127,301,High,High,Medium,Sedang
1773,1774,2011-03-19,Springer,2011,March,14,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,31.0,32.9975,168,144,312,High,High,Medium,Sedang
1774,1775,2011-03-19,Springer,2011,March,15,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,28.999999999999996,27.999299999999998,170,143,313,High,High,Medium,Sedang
1775,1776,2011-03-19,Springer,2011,March,16,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,31.0,26.0027,175,129,304,High,Medium,Medium,Sedang
1776,1777,2011-03-19,Springer,2011,March,17,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.559999999999999,15.0002,31.0,22.0028,138,140,278,High,Medium,Medium,Sedang
1777,1778,2011-03-19,Springer,2011,March,18,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,31.0,22.0028,92,125,217,High,Medium,Medium,Sedang
1778,1779,2011-03-19,Springer,2011,March,19,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,33.0,19.0012,38,116,154,High,Medium,Medium,Sedang
1779,1780,2011-03-19,Springer,2011,March,20,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,35.0,15.001299999999999,39,69,108,High,Medium,Medium,Sedang
1780,1781,2011-03-19,Springer,2011,March,21,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,37.0,19.999499999999998,20,73,93,High,Medium,Medium,Sedang
1781,1782,2011-03-19,Springer,2011,March,22,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,37.0,22.0028,27,45,72,High,Medium,Medium,Sedang
1782,1783,2011-03-19,Springer,2011,March,23,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,40.0,19.999499999999998,13,37,50,Medium,Medium,Medium,Rendah
1783,1784,2011-03-20,Springer,2011,March,0,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,3.998000000000001,49.0,27.999299999999998,7,33,40,Medium,High,High,Rendah
1784,1785,2011-03-20,Springer,2011,March,1,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.0014000000000003,53.0,23.9994,2,22,24,Medium,Medium,High,Rendah
1785,1786,2011-03-20,Springer,2011,March,2,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,3.0014000000000003,52.0,19.0012,6,24,30,Medium,Medium,High,Rendah
1786,1787,2011-03-20,Springer,2011,March,3,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.9982000000000006,56.00000000000001,16.997899999999998,1,11,12,Medium,Medium,High,Rendah
1787,1788,2011-03-20,Springer,2011,March,4,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,1.0015999999999998,56.00000000000001,15.001299999999999,2,1,3,Medium,Medium,High,Rendah
1788,1789,2011-03-20,Springer,2011,March,5,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,1.0015999999999998,60.0,12.998000000000001,3,6,9,Medium,Low,High,Rendah
1789,1790,2011-03-20,Springer,2011,March,6,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,1.0015999999999998,60.0,15.001299999999999,1,3,4,Medium,Medium,High,Rendah
1790,1791,2011-03-20,Springer,2011,March,7,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.9982000000000006,60.0,15.001299999999999,5,9,14,Medium,Medium,High,Rendah
1791,1792,2011-03-20,Springer,2011,March,8,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.9982000000000006,56.00000000000001,11.0014,7,30,37,Medium,Low,High,Rendah
1792,1793,2011-03-20,Springer,2011,March,9,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,3.998000000000001,52.0,8.9981,35,43,78,Medium,Low,High,Rendah
1793,1794,2011-03-20,Springer,2011,March,10,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,7.000999999999998,45.0,0.0,55,81,136,Medium,Low,High,Rendah
1794,1795,2011-03-20,Springer,2011,March,11,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,7.000999999999998,39.0,7.0015,92,111,203,Medium,Low,Medium,Rendah
1795,1796,2011-03-20,Springer,2011,March,12,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,7.9975999999999985,40.0,7.0015,120,108,228,Medium,Low,Medium,Rendah
1796,1797,2011-03-20,Springer,2011,March,13,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,34.0,0.0,88,115,203,Medium,Low,Medium,Rendah
1797,1798,2011-03-20,Springer,2011,March,14,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,30.0,0.0,145,134,279,High,Low,Medium,Sedang
1798,1799,2011-03-20,Springer,2011,March,15,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,32.0,6.0032,172,136,308,High,Low,Medium,Sedang
1799,1800,2011-03-20,Springer,2011,March,16,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,32.0,0.0,92,132,224,High,Low,Medium,Sedang
1800,1801,2011-03-20,Springer,2011,March,17,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,35.0,19.0012,83,143,226,High,Medium,Medium,Sedang
1801,1802,2011-03-20,Springer,2011,March,18,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,40.0,23.9994,58,98,156,Medium,Medium,Medium,Rendah
1802,1803,2011-03-20,Springer,2011,March,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,43.0,19.0012,21,58,79,Medium,Medium,High,Rendah
1803,1804,2011-03-20,Springer,2011,March,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,46.0,19.0012,21,46,67,Medium,Medium,High,Rendah
1804,1805,2011-03-20,Springer,2011,March,21,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,5.001199999999997,53.0,19.0012,10,39,49,Medium,Medium,High,Rendah
1805,1806,2011-03-20,Springer,2011,March,22,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,3.998000000000001,53.0,22.0028,8,30,38,Medium,Medium,High,Rendah
1806,1807,2011-03-20,Springer,2011,March,23,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.98,3.998000000000001,61.0,26.0027,13,11,24,Medium,Medium,Very High,Rendah
1807,1808,2011-03-21,Summer,2011,March,0,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.98,3.998000000000001,66.0,26.0027,2,11,13,Medium,Medium,Very High,Rendah
1808,1809,2011-03-21,Summer,2011,March,1,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,3.998000000000001,71.0,26.0027,1,6,7,Medium,Medium,Very High,Rendah
1809,1810,2011-03-21,Summer,2011,March,2,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,3.998000000000001,71.0,22.0028,1,5,6,Medium,Medium,Very High,Rendah
1810,1811,2011-03-21,Summer,2011,March,3,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,3.998000000000001,71.0,22.0028,0,1,1,Medium,Medium,Very High,Rendah
1811,1812,2011-03-21,Summer,2011,March,5,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.998000000000001,81.0,19.999499999999998,1,1,2,Medium,Medium,Extremely High,Rendah
1812,1813,2011-03-21,Summer,2011,March,6,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.040000000000001,3.998000000000001,76.0,16.997899999999998,2,30,32,Medium,Medium,Very High,Rendah
1813,1814,2011-03-21,Summer,2011,March,7,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.1,1.9982000000000006,87.0,27.999299999999998,3,15,18,Medium,High,Extremely High,Rendah
1814,1815,2011-03-21,Summer,2011,March,8,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,87.0,27.999299999999998,3,95,98,Medium,High,Extremely High,Rendah
1815,1816,2011-03-21,Summer,2011,March,9,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,3.998000000000001,81.0,22.0028,12,115,127,Medium,Medium,Extremely High,Rendah
1816,1817,2011-03-21,Summer,2011,March,10,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.86,9.997399999999999,76.0,26.0027,17,45,62,Medium,Medium,Very High,Rendah
1817,1818,2011-03-21,Summer,2011,March,11,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.739999999999998,11.997200000000003,71.0,19.999499999999998,32,47,79,High,Medium,Very High,Sedang
1818,1819,2011-03-21,Summer,2011,March,12,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,77.0,16.997899999999998,25,56,81,High,Medium,Very High,Sedang
1819,1820,2011-03-21,Summer,2011,March,13,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.5,15.9968,63.0,15.001299999999999,35,77,112,High,Medium,Very High,Sedang
1820,1821,2011-03-21,Summer,2011,March,14,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.380000000000003,18.0032,64.0,15.001299999999999,36,65,101,High,Medium,Very High,Sedang
1821,1822,2011-03-21,Summer,2011,March,15,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.320000000000004,18.9998,60.0,15.001299999999999,41,66,107,High,Medium,High,Sedang
1822,1823,2011-03-21,Summer,2011,March,16,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.380000000000003,18.0032,64.0,19.0012,29,112,141,High,Medium,Very High,Sedang
1823,1824,2011-03-21,Summer,2011,March,17,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.380000000000003,18.0032,64.0,16.997899999999998,41,231,272,High,Medium,Very High,Sedang
1824,1825,2011-03-21,Summer,2011,March,18,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.44,17.0,72.0,15.001299999999999,44,232,276,High,Medium,Very High,Sedang
1825,1826,2011-03-21,Summer,2011,March,19,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.259999999999998,20.003,60.0,27.999299999999998,22,199,221,High,High,High,Sedang
1826,1827,2011-03-21,Summer,2011,March,20,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.320000000000004,18.9998,64.0,12.998000000000001,16,106,122,High,Low,Very High,Sedang
1827,1828,2011-03-21,Summer,2011,March,21,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,94.0,12.998000000000001,12,79,91,High,Low,Extremely High,Sedang
1828,1829,2011-03-21,Summer,2011,March,22,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,88.0,15.001299999999999,18,60,78,High,Medium,Extremely High,Sedang
